우편번호|시도|시도영문|시군구|시군구영문|읍면|읍면영문|도로명코드|도로명|도로명영문|지하여부|건물번호본번|건물번호부번|건물관리번호|다량배달처명|시군구용건물명|법정동코드|법정동명|리명|행정동명|산여부|지번본번|읍면동일련번호|지번부번|구우편번호|우편번호일련번호
30063|세종특별자치시|Sejong-si|||||361104705344|만남로2길|Mannam-ro 2-gil|0|18|0|3611011200120160000000001|||3611011200|고운동||고운동|0|2016|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|52|10|3611011200116650000000001|||3611011200|고운동||고운동|0|1665|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|97|0|3611011200114690000000001|||3611011200|고운동||고운동|0|1469|01|0||
30062|세종특별자치시|Sejong-si|||||361103258108|마음로|Maeum-ro|0|230|0|3611011200112500000000001|||3611011200|고운동||고운동|0|1250|01|0||
30063|세종특별자치시|Sejong-si|||||361104574741|만남로4길|Mannam-ro 4-gil|0|59|0|3611011200119880000000001|||3611011200|고운동||고운동|0|1988|01|0||
30063|세종특별자치시|Sejong-si|||||361104705344|만남로2길|Mannam-ro 2-gil|0|26|0|3611011200120340000000001|||3611011200|고운동||고운동|0|2034|01|0||
30063|세종특별자치시|Sejong-si|||||361104574741|만남로4길|Mannam-ro 4-gil|0|73|0|3611011200119710000000001|||3611011200|고운동||고운동|0|1971|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|29|0|3611011200115590000000001|||3611011200|고운동||고운동|0|1559|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|32|0|3611011200114570000000001|||3611011200|고운동||고운동|0|1457|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|3|0|3611011200117640000000001|||3611011200|고운동||고운동|0|1764|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|5|3611011200117620000000001|||3611011200|고운동||고운동|0|1762|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|46|2|3611011200116470000000001|||3611011200|고운동||고운동|0|1647|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|52|3|3611011200116190000000001|||3611011200|고운동||고운동|0|1619|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|61|0|3611011200114180000000001|||3611011200|고운동||고운동|0|1418|01|0||
30062|세종특별자치시|Sejong-si|||||361104853207|고운북3길|Gounbuk 3-gil|0|5|0|3611011200112900000000001|||3611011200|고운동||고운동|0|1290|01|0||
30063|세종특별자치시|Sejong-si|||||361104574746|만남로1길|Mannam-ro 1-gil|0|8|0|3611011200118490000000001|||3611011200|고운동||고운동|0|1849|01|0||
30062|세종특별자치시|Sejong-si|||||361104855992|고운북11길|Gounbuk 11-gil|0|21|0|3611011200109730000000001|||3611011200|고운동||고운동|0|973|01|0||
30063|세종특별자치시|Sejong-si|||||361104853201|고운서1길|Gounseo 1-gil|0|13|3|3611011200115730000000001|||3611011200|고운동||고운동|0|1573|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|42|2|3611011200116550000000001|||3611011200|고운동||고운동|0|1655|01|0||
30062|세종특별자치시|Sejong-si|||||361104853207|고운북3길|Gounbuk 3-gil|0|39|0|3611011200112630000000001|||3611011200|고운동||고운동|0|1263|01|0||
30062|세종특별자치시|Sejong-si|||||361104853207|고운북3길|Gounbuk 3-gil|0|22|0|3611011200112810000000001|||3611011200|고운동||고운동|0|1281|01|0||
30063|세종특별자치시|Sejong-si|||||361104853204|고운서4길|Gounseo 4-gil|0|39|1|3611011200116660000000001|||3611011200|고운동||고운동|0|1666|01|0||
30063|세종특별자치시|Sejong-si|||||361104574741|만남로4길|Mannam-ro 4-gil|0|53|0|3611011200107390028000001|||3611011200|고운동||고운동|0|1991|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|70|0|3611011200114290000000001|||3611011200|고운동||고운동|0|1429|01|0||
30062|세종특별자치시|Sejong-si|||||361104853205|고운북1길|Gounbuk 1-gil|0|26|0|3611011200113460000000001|||3611011200|고운동||고운동|0|1346|01|0||
30062|세종특별자치시|Sejong-si|||||361103258109|마음안로|Maeuman-ro|0|157|0|3611011200107010001000001||하나빌딩|3611011200|고운동||고운동|0|1359|01|0||
30063|세종특별자치시|Sejong-si|||||361104853496|고운서길|Gounseo-gil|0|15|0|3611011200117230000000001||하모니타워Ⅰ|3611011200|고운동||고운동|0|1723|01|0||
30062|세종특별자치시|Sejong-si|||||361103258108|마음로|Maeum-ro|0|272|28|3611011200113800000000001||하모니타워Ⅱ|3611011200|고운동||고운동|0|1380|01|0||
30063|세종특별자치시|Sejong-si|||||361104574747|만남로3길|Mannam-ro 3-gil|0|71|0|3611011200202390000000007||형제집|3611011200|고운동||고운동|0|1807|01|0||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|10|0|3611011200108950005000001|||3611011200|고운동||고운동|0|895|01|5||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|11|0|3611011200108950017000001|||3611011200|고운동||고운동|0|895|01|17||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|12|0|3611011200108950003000001|||3611011200|고운동||고운동|0|895|01|3||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|13|0|3611011200108950018000001|||3611011200|고운동||고운동|0|895|01|18||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|15|0|3611011200108950039000001|||3611011200|고운동||고운동|0|895|01|39||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|14|1|3611011200108950001000001|||3611011200|고운동||고운동|0|895|01|1||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|16|0|3611011200108950000000001|||3611011200|고운동||고운동|0|895|01|0||
30062|세종특별자치시|Sejong-si|||||361104853206|고운북2길|Gounbuk 2-gil|0|6|0|3611011200112280000000001|||3611011200|고운동||고운동|0|1228|01|0||
30063|세종특별자치시|Sejong-si|||||361104853201|고운서1길|Gounseo 1-gil|0|9|0|3611011200115120000000001|||3611011200|고운동||고운동|0|1512|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|48|0|3611011200116460000000001|||3611011200|고운동||고운동|0|1646|01|0||
30063|세종특별자치시|Sejong-si|||||361104853203|고운서3길|Gounseo 3-gil|0|6|0|3611011200115940000000001|||3611011200|고운동||고운동|0|1594|01|0||
30063|세종특별자치시|Sejong-si|||||361104853203|고운서3길|Gounseo 3-gil|0|10|0|3611011200115890000000001|||3611011200|고운동||고운동|0|1589|01|0||
30063|세종특별자치시|Sejong-si|||||361104574746|만남로1길|Mannam-ro 1-gil|0|14|0|3611011200118520000000001|||3611011200|고운동||고운동|0|1852|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|67|0|3611011200114230000000001|||3611011200|고운동||고운동|0|1423|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|54|1|3611011200116170000000001|||3611011200|고운동||고운동|0|1617|01|0||
30063|세종특별자치시|Sejong-si|||||361104574741|만남로4길|Mannam-ro 4-gil|0|17|0|3611011200120220000000001|||3611011200|고운동||고운동|0|2022|01|0||
30063|세종특별자치시|Sejong-si|||||361104574746|만남로1길|Mannam-ro 1-gil|0|24|0|3611011200118330000000001|||3611011200|고운동||고운동|0|1833|01|0||
30063|세종특별자치시|Sejong-si|||||361104853203|고운서3길|Gounseo 3-gil|0|10|1|3611011200115920000000001|||3611011200|고운동||고운동|0|1592|01|0||
30101|세종특별자치시|Sejong-si|||||361104857895|고운한옥3길|Gounhanok 3-gil|0|9|0|3611011200107390126000001|||3611011200|고운동||고운동|0|739|01|126||
30101|세종특별자치시|Sejong-si|||||361104857896|고운한옥4길|Gounhanok 4-gil|0|6|0|3611011200201950001000004|||3611011200|고운동||고운동|1|195|01|1||
30101|세종특별자치시|Sejong-si|||||361104857896|고운한옥4길|Gounhanok 4-gil|0|5|0|3611011200201950001000005|||3611011200|고운동||고운동|1|195|01|1||
30062|세종특별자치시|Sejong-si|||||361104853206|고운북2길|Gounbuk 2-gil|0|30|0|3611011200112330000000001|||3611011200|고운동||고운동|0|1233|01|0||
30063|세종특별자치시|Sejong-si|||||361104574747|만남로3길|Mannam-ro 3-gil|0|49|0|3611011200117890000000001|||3611011200|고운동||고운동|0|1789|01|0||
30063|세종특별자치시|Sejong-si|||||361104574747|만남로3길|Mannam-ro 3-gil|0|49|1|3611011200117880000000001|||3611011200|고운동||고운동|0|1788|01|0||
30062|세종특별자치시|Sejong-si|||||361104853213|고운북10길|Gounbuk 10-gil|0|14|0|3611011200109130000000001|||3611011200|고운동||고운동|0|913|01|0||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|17|0|3611011200108950036000001|||3611011200|고운동||고운동|0|895|01|36||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|7|1|3611011200108950015000001|||3611011200|고운동||고운동|0|895|01|15||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|14|0|3611011200108950002000001|||3611011200|고운동||고운동|0|895|01|2||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|16|0|3611011200108950019000001|||3611011200|고운동||고운동|0|895|01|19||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|12|1|3611011200108950021000001|||3611011200|고운동||고운동|0|895|01|21||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|12|0|3611011200108950022000001|||3611011200|고운동||고운동|0|895|01|22||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|15|0|3611011200108950035000001|||3611011200|고운동||고운동|0|895|01|35||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|2|0|3611011200108950011000001|||3611011200|고운동||고운동|0|895|01|11||
30063|세종특별자치시|Sejong-si|||||361104853201|고운서1길|Gounseo 1-gil|0|3|0|3611011200115060000000001|||3611011200|고운동||고운동|0|1506|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|14|0|3611011200119210000000001|||3611011200|고운동||고운동|0|1921|01|0||
30062|세종특별자치시|Sejong-si|||||361104853210|고운북7길|Gounbuk 7-gil|0|27|0|3611011200110320000000001|||3611011200|고운동||고운동|0|1032|01|0||
30063|세종특별자치시|Sejong-si|||||361103258106|만남1로|Mannam 1-ro|0|19|0|3611011200117860000000001|||3611011200|고운동||고운동|0|1786|01|0||
30062|세종특별자치시|Sejong-si|||||361104853207|고운북3길|Gounbuk 3-gil|0|17|1|3611011200112860000000001|||3611011200|고운동||고운동|0|1286|01|0||
30101|세종특별자치시|Sejong-si|||||361104857894|고운한옥1길|Gounhanok 1-gil|0|3|0|3611011200201730001000001|||3611011200|고운동||고운동|1|173|01|1||
30063|세종특별자치시|Sejong-si|||||361104853201|고운서1길|Gounseo 1-gil|0|13|1|3611011200115190000000001|||3611011200|고운동||고운동|0|1519|01|0||
30062|세종특별자치시|Sejong-si|||||361104853208|고운북4길|Gounbuk 4-gil|0|16|0|3611011200111910000000001|||3611011200|고운동||고운동|0|1191|01|0||
30062|세종특별자치시|Sejong-si|||||361104853206|고운북2길|Gounbuk 2-gil|0|18|0|3611011200112390000000001|||3611011200|고운동||고운동|0|1239|01|0||
30063|세종특별자치시|Sejong-si|||||361104705344|만남로2길|Mannam-ro 2-gil|0|31|0|3611011200119990000000001|||3611011200|고운동||고운동|0|1999|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|17|3611011200117370000000001|||3611011200|고운동||고운동|0|1737|01|0||
30062|세종특별자치시|Sejong-si|||||361104853208|고운북4길|Gounbuk 4-gil|0|14|0|3611011200111920000000001|||3611011200|고운동||고운동|0|1192|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|83|0|3611011200114510000000001|||3611011200|고운동||고운동|0|1451|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|37|0|3611011200117560000000001|||3611011200|고운동||고운동|0|1756|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|6|0|3611011200119160000000001|||3611011200|고운동||고운동|0|1916|01|0||
30062|세종특별자치시|Sejong-si|||||361104853209|고운북6길|Gounbuk 6-gil|0|39|0|3611011200111060000000001|||3611011200|고운동||고운동|0|1106|01|0||
30101|세종특별자치시|Sejong-si|||||361104857896|고운한옥4길|Gounhanok 4-gil|0|9|0|3611011200201950001000001|||3611011200|고운동||고운동|1|195|01|1||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|32|0|3611011200115370000000001|||3611011200|고운동||고운동|0|1537|01|0||
30063|세종특별자치시|Sejong-si|||||361104853203|고운서3길|Gounseo 3-gil|0|11|0|3611011200116010000000001|||3611011200|고운동||고운동|0|1601|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|10|0|3611011200114940000000001|||3611011200|고운동||고운동|0|1494|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|73|0|3611011200107390168000001|||3611011200|고운동||고운동|0|1443|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|20|0|3611011200119250000000001|||3611011200|고운동||고운동|0|1925|01|0||
30063|세종특별자치시|Sejong-si|||||361104574747|만남로3길|Mannam-ro 3-gil|0|16|0|3611011200118940000000001|||3611011200|고운동||고운동|0|1894|01|0||
30062|세종특별자치시|Sejong-si|||||361103258108|마음로|Maeum-ro|0|237|0|3611011200110080000000001|||3611011200|고운동||고운동|0|1008|01|0||
30063|세종특별자치시|Sejong-si|||||361104574745|만남로8길|Mannam-ro 8-gil|0|24|5|3611011200117490000000001|||3611011200|고운동||고운동|0|1749|01|0||
30063|세종특별자치시|Sejong-si|||||361104853204|고운서4길|Gounseo 4-gil|0|7|0|3611011200116340000000001|||3611011200|고운동||고운동|0|1634|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|82|0|3611011200114340000000001|||3611011200|고운동||고운동|0|1434|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|34|0|3611011200115380000000001|||3611011200|고운동||고운동|0|1538|01|0||
30063|세종특별자치시|Sejong-si|||||361103258105|만남로|Mannam-ro|0|20|0|3611011200119090000000001|||3611011200|고운동||고운동|0|1909|01|0||
30063|세종특별자치시|Sejong-si|||||361104705344|만남로2길|Mannam-ro 2-gil|0|30|0|3611011200120360000000001|||3611011200|고운동||고운동|0|2036|01|0||
30062|세종특별자치시|Sejong-si|||||361104853210|고운북7길|Gounbuk 7-gil|0|16|0|3611011200110340000000001|||3611011200|고운동||고운동|0|1034|01|0||
30062|세종특별자치시|Sejong-si|||||361104853206|고운북2길|Gounbuk 2-gil|0|3|0|3611011200112000000000001|||3611011200|고운동||고운동|0|1200|01|0||
30062|세종특별자치시|Sejong-si|||||361104853207|고운북3길|Gounbuk 3-gil|0|17|0|3611011200112850000000001|||3611011200|고운동||고운동|0|1285|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|26|0|3611011200119420000000001|||3611011200|고운동||고운동|0|1942|01|0||
30063|세종특별자치시|Sejong-si|||||361104853204|고운서4길|Gounseo 4-gil|0|31|1|3611011200116780000000001|||3611011200|고운동||고운동|0|1678|01|0||
30062|세종특별자치시|Sejong-si|||||361103258105|만남로|Mannam-ro|0|453|0|3611011200106290003000001|||3611011200|고운동||고운동|0|629|01|3||
30063|세종특별자치시|Sejong-si|||||361104574741|만남로4길|Mannam-ro 4-gil|0|62|0|3611011200119580000000001|||3611011200|고운동||고운동|0|1958|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|0|3611011200117690000000001|||3611011200|고운동||고운동|0|1769|01|0||
30063|세종특별자치시|Sejong-si|||||361104853203|고운서3길|Gounseo 3-gil|0|14|0|3611011200115830000000001|||3611011200|고운동||고운동|0|1583|01|0||
30062|세종특별자치시|Sejong-si|||||361103258108|마음로|Maeum-ro|0|272|17|3611011200113780000000001|||3611011200|고운동||고운동|0|1378|01|0||
30062|세종특별자치시|Sejong-si|||||361103258108|마음로|Maeum-ro|0|231|0|3611011200110390000000001|||3611011200|고운동||고운동|0|1039|01|0||
30062|세종특별자치시|Sejong-si|||||361104853205|고운북1길|Gounbuk 1-gil|0|30|0|3611011200113480000000001|||3611011200|고운동||고운동|0|1348|01|0||
30062|세종특별자치시|Sejong-si|||||361103258108|마음로|Maeum-ro|0|248|0|3611011200111500000000001|||3611011200|고운동||고운동|0|1150|01|0||
30063|세종특별자치시|Sejong-si|||||361104574747|만남로3길|Mannam-ro 3-gil|0|7|0|3611011200119020000000001|||3611011200|고운동||고운동|0|1902|01|0||
30063|세종특별자치시|Sejong-si|||||361103258109|마음안로|Maeuman-ro|0|75|0|3611011200116380000000001|||3611011200|고운동||고운동|0|1638|01|0||
30062|세종특별자치시|Sejong-si|||||361104853206|고운북2길|Gounbuk 2-gil|0|10|0|3611011200112300000000001|||3611011200|고운동||고운동|0|1230|01|0||
30062|세종특별자치시|Sejong-si|||||361104853206|고운북2길|Gounbuk 2-gil|0|13|0|3611011200112040000000001|||3611011200|고운동||고운동|0|1204|01|0||
30062|세종특별자치시|Sejong-si|||||361104853209|고운북6길|Gounbuk 6-gil|0|45|0|3611011200110660000000001|||3611011200|고운동||고운동|0|1066|01|0||
30062|세종특별자치시|Sejong-si|||||361104853212|고운북9길|Gounbuk 9-gil|0|31|0|3611011200109530000000001|||3611011200|고운동||고운동|0|953|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|15|3611011200117360000000001|||3611011200|고운동||고운동|0|1736|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|21|3611011200117410000000001|||3611011200|고운동||고운동|0|1741|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|33|0|3611011200117540000000001|||3611011200|고운동||고운동|0|1754|01|0||
30062|세종특별자치시|Sejong-si|||||361104853206|고운북2길|Gounbuk 2-gil|0|11|0|3611011200112030000000001|||3611011200|고운동||고운동|0|1203|01|0||
30062|세종특별자치시|Sejong-si|||||361104853212|고운북9길|Gounbuk 9-gil|0|33|0|3611011200109520000000001|||3611011200|고운동||고운동|0|952|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|3|3611011200117630000000001|||3611011200|고운동||고운동|0|1763|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|14|3611011200117650000000001|||3611011200|고운동||고운동|0|1765|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|39|0|3611011200117570000000001|||3611011200|고운동||고운동|0|1757|01|0||
30063|세종특별자치시|Sejong-si|||||361103258105|만남로|Mannam-ro|0|21|0|3611011200118100000000002|||3611011200|고운동||고운동|0|1810|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|77|0|3611011200114480000000001|||3611011200|고운동|||0|1448|01|0||
30062|세종특별자치시|Sejong-si|||||361103258110|마음안1로|Maeuman 1-ro|0|125|0|3611011200108900000000001|||3611011200|고운동|||0|890|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|106|0|3611011200114800000000001|||3611011200|고운동||고운동|0|1480|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|5|13|3611011200117350000000001|||3611011200|고운동||고운동|0|1735|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|9|7|3611011200117730000000001|||3611011200|고운동||고운동|0|1773|01|0||
30062|세종특별자치시|Sejong-si|||||361104853209|고운북6길|Gounbuk 6-gil|0|27|0|3611011200111160000000001|||3611011200|고운동||고운동|0|1116|01|0||
30063|세종특별자치시|Sejong-si|||||361104853203|고운서3길|Gounseo 3-gil|0|17|0|3611011200116090000000001|||3611011200|고운동||고운동|0|1609|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|62|0|3611011200114280000000001|||3611011200|고운동||고운동|0|1428|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|75|0|3611011200114440000000001|||3611011200|고운동||고운동|0|1444|01|0||
30063|세종특별자치시|Sejong-si|||||361104574744|만남로6길|Mannam-ro 6-gil|0|9|6|3611011200117750000000001|||3611011200|고운동||고운동|0|1775|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|110|0|3611011200114820000000001|||3611011200|고운동||고운동|0|1482|01|0||
30062|세종특별자치시|Sejong-si|||||361104853208|고운북4길|Gounbuk 4-gil|0|41|0|3611011200111640000000001|||3611011200|고운동||고운동|0|1164|01|0||
30063|세종특별자치시|Sejong-si|||||361103258107|만남1북로|Mannam1buk-ro|0|76|0|3611011200114310000000001|||3611011200|고운동||고운동|0|1431|01|0||
30062|세종특별자치시|Sejong-si|||||361104853205|고운북1길|Gounbuk 1-gil|0|37|0|3611011200113320000000001|||3611011200|고운동||고운동|0|1332|01|0||
30063|세종특별자치시|Sejong-si|||||361104853202|고운서2길|Gounseo 2-gil|0|42|1|3611011200116540000000001|||3611011200|고운동||고운동|0|1654|01|0||
30062|세종특별자치시|Sejong-si|||||361104853210|고운북7길|Gounbuk 7-gil|0|17|0|3611011200110290000000001|||3611011200|고운동||고운동|0|1029|01|0||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|5|1|3611011200108950028000001|||3611011200|고운동||고운동|0|895|01|28||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|5|0|3611011200108950027000001|||3611011200|고운동||고운동|0|895|01|27||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|7|0|3611011200108950029000001|||3611011200|고운동||고운동|0|895|01|29||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|8|0|3611011200108950024000001|||3611011200|고운동||고운동|0|895|01|24||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|9|1|3611011200108950031000001|||3611011200|고운동||고운동|0|895|01|31||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|9|0|3611011200108950030000001|||3611011200|고운동||고운동|0|895|01|30||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|10|0|3611011200108950023000001|||3611011200|고운동||고운동|0|895|01|23||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|11|0|3611011200108950032000001|||3611011200|고운동||고운동|0|895|01|32||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|13|0|3611011200108950033000001|||3611011200|고운동||고운동|0|895|01|33||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|14|0|3611011200108950020000001|||3611011200|고운동||고운동|0|895|01|20||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|18|0|3611011200108950038000001|||3611011200|고운동||고운동|0|895|01|38||
30062|세종특별자치시|Sejong-si|||||361104857884|고운마을3길|Gounmaeul 3-gil|0|17|1|3611011200108950037000001|||3611011200|고운동||고운동|0|895|01|37||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|3|0|3611011200108950012000001|||3611011200|고운동||고운동|0|895|01|12||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|4|1|3611011200108950009000001|||3611011200|고운동||고운동|0|895|01|9||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|4|0|3611011200108950010000001|||3611011200|고운동||고운동|0|895|01|10||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|5|0|3611011200108950013000001|||3611011200|고운동||고운동|0|895|01|13||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|6|1|3611011200108950007000001|||3611011200|고운동||고운동|0|895|01|7||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|6|0|3611011200108950008000001|||3611011200|고운동||고운동|0|895|01|8||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|7|0|3611011200108950014000001|||3611011200|고운동||고운동|0|895|01|14||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|9|0|3611011200108950016000001|||3611011200|고운동||고운동|0|895|01|16||
30062|세종특별자치시|Sejong-si|||||361104857885|고운마을4길|Gounmaeul 4-gil|0|10|1|3611011200108950004000001|||3611011200|고운동||고운동|0|895|01|4||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|48|1|4473034023101520021031042|||3611034023||감성리||0|152|01|21||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|48|2|4473034023101520020031022|||3611034023||감성리||0|152|01|20||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|48|3|4473034023101520013031030|||3611034023||감성리||0|152|01|13||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|52|1|4473034023101520005030688|||3611034023||감성리||0|152|01|5||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|76|14|4473034023101870001030769|||3611034023||감성리||0|192|01|0||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|27|3|4473034023100170002031010|||3611034023||감성리|금남면|0|17|01|2||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|27|1|4473034023100160004030979|||3611034023||감성리|금남면|0|16|01|4||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|31|0|4473034023100160001031004|||3611034023||감성리||0|16|01|1||
30088|세종특별자치시|Sejong-si|||금남면|Geumnam-myeon|361104574014|감성길|Gamseong-gil|0|29|0|4473034023100160001030986|||3611034023||감성리||0|16|01|1||
